id,address,longitude,latitude,albers_x,albers_y,DISSEMINATION_BLOCK_ID
126,"1010 BURNABY ST, VANCOUVER, BC",-123.1309161,49.27841919,1208896,477797,59150793003
127,"1010 CHILCO ST, VANCOUVER, BC",-123.1415647,49.29089037,1208065,479150,59150859003
128,"1010 E 11TH AV, VANCOUVER, BC",-123.0830424,49.2603605,1212463,475934,59150744003
129,"1010 E 17TH AV, VANCOUVER, BC",-123.0823906,49.2548545,1212535,475325,59154191007
130,"1010 E 21ST AV, VANCOUVER, BC",-123.0835443,49.25155315,1212466,474955,59154158003
131,"1010 E 22ND AV, VANCOUVER, BC",-123.0834774,49.25068765,1212475,474859,59150373001
132,"1010 E 40TH AV, VANCOUVER, BC",-123.0845771,49.23348636,1212474,472946,59150387001
133,"1010 EXPO BOULEVARD, VANCOUVER, BC",-123.1161253,49.27436932,1209991,477391,59153473006
134,"1010 GILFORD ST, VANCOUVER, BC",-123.1402987,49.29005189,1208161,479061,59150864001
135,"1010 HOWE ST, VANCOUVER, BC",-123.124186,49.2794889,1209381,477936,59154134003
136,"1010 NANTON AV, VANCOUVER, BC",-123.1280953,49.24613904,1209247,474221,59150670010
137,"1010 PACIFIC BOULEVARD, VANCOUVER, BC",-123.1155141,49.27348329,1210039,477294,59153474005
138,"1010 PACIFIC BOULEVARD, VANCOUVER, BC",-123.1155317,49.27357694,1210038,477305,59153474005
139,"1010 RAYMUR AV, VANCOUVER, BC",-123.0822671,49.27558792,1212449,477627,59153188005
140,"1010 RAYMUR AV, VANCOUVER, BC",-123.0822776,49.27531805,1212450,477597,59153188005
141,"1010 RAYMUR AV, VANCOUVER, BC",-123.0822863,49.27517907,1212450,477582,59153188005
142,"1010 RAYMUR AV, VANCOUVER, BC",-123.0822883,49.27511025,1212450,477574,59153188005
143,"1010 RAYMUR AV, VANCOUVER, BC",-123.0818168,49.27516951,1212484,477582,59153188005
144,"1010 RAYMUR AV, VANCOUVER, BC",-123.0818135,49.27523698,1212484,477590,59153188005
145,"1010 RAYMUR AV, VANCOUVER, BC",-123.0818089,49.27537461,1212484,477605,59153188005
146,"1010 RAYMUR AV, VANCOUVER, BC",-123.0818043,49.27551224,1212483,477620,59153188005
147,"1010 RAYMUR AV, VANCOUVER, BC",-123.0818017,49.2755797,1212483,477628,59153188005
148,"1010 RAYMUR AV, VANCOUVER, BC",-123.0817955,49.27564807,1212483,477635,59153188005
149,"1010 RAYMUR AV, VANCOUVER, BC",-123.0822595,49.27565808,1212450,477635,59153188005
150,"1010 RAYMUR AV, VANCOUVER, BC",-123.0822744,49.27545254,1212449,477612,59153188005
151,"1010 RAYMUR AV, VANCOUVER, BC",-123.0822823,49.27524608,1212450,477589,59153188005
152,"1010 RAYMUR AV, VANCOUVER, BC",-123.0818063,49.27544297,1212484,477613,59153188005
153,"1010 RAYMUR AV, VANCOUVER, BC",-123.0822711,49.2755218,1212449,477620,59153188005
154,"1010 RAYMUR AV, VANCOUVER, BC",-123.0822763,49.27538371,1212450,477605,59153188005
155,"1010 RAYMUR AV, VANCOUVER, BC",-123.081816,49.2750989,1212484,477574,59153188005
156,"1010 RAYMUR AV, VANCOUVER, BC",-123.0818129,49.27530669,1212484,477597,59153188005
157,"1010 RICHARDS ST, VANCOUVER, BC",-123.1211147,49.2775871,1209613,477733,59154135001
158,"1010 SMITHE ST, VANCOUVER, BC",-123.125593,49.28321457,1209262,478345,59153683001
159,"1010 W 33RD AV, VANCOUVER, BC",-123.1284348,49.24117065,1209245,473669,59150668001
160,"1010 W 38TH AV, VANCOUVER, BC",-123.1290112,49.23675381,1209223,473177,59150669008
161,"1010 W KING EDWARD AV, VANCOUVER, BC",-123.1279859,49.24891865,1209242,474530,59150659018
162,"1011 BEACH AV, VANCOUVER, BC",-123.1347266,49.27740519,1208624,477673,59153172001
163,"1011 E 16TH AV, VANCOUVER, BC",-123.0832343,49.25646582,1212466,475502,59150737003
164,"1011 E 38TH AV, VANCOUVER, BC",-123.0844364,49.23586118,1212473,473210,59150385001
165,"1011 E 39TH AV, VANCOUVER, BC",-123.084432,49.23497238,1212478,473112,59150385002
166,"1011 E 41ST AV, VANCOUVER, BC",-123.0844701,49.23309964,1212483,472904,59150387001
167,"1011 RICHELIEU AV, VANCOUVER, BC",-123.1276898,49.2561732,1209231,475337,59150656001
168,"1011 W 33RD AV, VANCOUVER, BC",-123.1283572,49.24169965,1209248,473728,59150670006
169,"1011 W 38TH AV, VANCOUVER, BC",-123.1291366,49.23698754,1209212,473202,59150669008
170,"1011 W CORDOVA ST, VANCOUVER, BC",-123.1168602,49.28805575,1209876,478908,59153997002
171,"1011 W KING EDWARD AV, VANCOUVER, BC",-123.128026,49.24955052,1209237,474600,59150659016
172,"1012 BALFOUR AV, VANCOUVER, BC",-123.1280402,49.25151094,1209227,474818,59150659002
173,"1012 BROUGHTON ST, VANCOUVER, BC",-123.1332843,49.28540324,1208693,478565,59153676004
174,"1012 E 12TH AV, VANCOUVER, BC",-123.083028,49.2594056,1212468,475829,59150745005
175,"1012 E 28TH AV, VANCOUVER, BC",-123.0837462,49.24519998,1212481,474249,59150375007
176,"1012 E 33RD AV, VANCOUVER, BC",-123.0842602,49.24000267,1212467,473671,59150381003
177,"1012 E 37TH AV, VANCOUVER, BC",-123.084413,49.23625969,1212473,473255,59150385001
178,"1012 E 38TH AV, VANCOUVER, BC",-123.0844211,49.23535252,1212477,473154,59150385002
179,"1012 E 40TH AV, VANCOUVER, BC",-123.0844502,49.23348555,1212483,472947,59150387001
180,"1012 MAIN ST, VANCOUVER, BC",-123.0995217,49.2754595,1211194,477561,59150751001
181,"1012 NELSON ST, VANCOUVER, BC",-123.1265336,49.28113964,1209203,478112,59153684001
182,"1012 NELSON ST, VANCOUVER, BC",-123.1269325,49.28139601,1209173,478139,59153684001
183,"1012 NELSON ST, VANCOUVER, BC",-123.1267335,49.2812676,1209188,478125,59153684001
184,"1012 RICHELIEU AV, VANCOUVER, BC",-123.1277137,49.2557207,1209232,475286,59150656002
185,"1014 CARDERO ST, VANCOUVER, BC",-123.1356395,49.2869617,1208514,478731,59150846003
186,"1014 E 10TH AV, VANCOUVER, BC",-123.0829855,49.26122902,1212463,476031,59150744002
187,"1014 E 22ND AV, VANCOUVER, BC",-123.0833407,49.2506846,1212485,474859,59150373001
188,"1014 HOMER ST, VANCOUVER, BC",-123.1203077,49.27682509,1209675,477651,59153470004
189,"1014 W 11TH AV, VANCOUVER, BC",-123.1271868,49.26125537,1209245,475902,59153136003
190,"1015 BURRARD ST, VANCOUVER, BC",-123.1273342,49.28102182,1209145,478096,59153684001
191,"1015 CLARK DRIVE, VANCOUVER, BC",-123.0779543,49.27540565,1212764,477620,59150751010
192,"1015 DENMAN ST, VANCOUVER, BC",-123.1391824,49.28933834,1208246,478985,59150864001
193,"1015 E 11TH AV, VANCOUVER, BC",-123.0828621,49.26082964,1212474,475987,59150744002
194,"1015 E 12TH AV, VANCOUVER, BC",-123.0829,49.25991652,1212475,475886,59150744003
195,"1015 E 14TH AV, VANCOUVER, BC",-123.0829277,49.25811446,1212481,475685,59150745004
196,"1015 E 15TH AV, VANCOUVER, BC",-123.0829791,49.25718914,1212482,475583,59150737004
197,"1015 E 22ND AV, VANCOUVER, BC",-123.0833216,49.25114876,1212484,474911,59154158003
198,"1015 E 41ST AV, VANCOUVER, BC",-123.0843279,49.23309974,1212494,472904,59150387001
199,"1015 E 8TH AV, VANCOUVER, BC",-123.0828201,49.26362129,1212464,476297,59150721001
200,"1015 E BROADWAY, VANCOUVER, BC",-123.082835,49.26271953,1212467,476197,59150721002
201,"1015 E GEORGIA ST, VANCOUVER, BC",-123.0821414,49.27851666,1212445,477953,59153189016
202,"1015 E KING EDWARD AV, VANCOUVER, BC",-123.0834412,49.24876317,1212487,474646,59150373002
203,"1015 E PENDER ST, VANCOUVER, BC",-123.0820524,49.28032476,1212443,478154,59153189016
204,"1015 IRONWORK PASSAGE, VANCOUVER, BC",-123.1283647,49.26868933,1209126,476724,59153689032
205,"1015 KINGSWAY, VANCOUVER, BC",-123.0830544,49.25392268,1212491,475220,59154191009
206,"1015 W 13TH AV, VANCOUVER, BC",-123.1271006,49.25981856,1209258,475743,59150646005
207,"1015 W 16TH AV, VANCOUVER, BC",-123.1280907,49.25725037,1209197,475455,59150645003
208,"1015 W 8TH AV, VANCOUVER, BC",-123.127046,49.26455886,1209240,476270,59154192004
209,"1016 E 11TH AV, VANCOUVER, BC",-123.0828651,49.26034163,1212476,475933,59150744003
210,"1016 E 14TH AV, VANCOUVER, BC",-123.0829329,49.25759516,1212483,475628,59150737004
211,"1016 E 16TH AV, VANCOUVER, BC",-123.0831689,49.25606706,1212473,475457,59154191003
212,"1016 E 18TH AV, VANCOUVER, BC",-123.083077,49.25428138,1212488,475259,59154191009
213,"1016 E 7TH AV, VANCOUVER, BC",-123.0827912,49.26401102,1212464,476340,59150721001
214,"1016 E 8TH AV, VANCOUVER, BC",-123.0828886,49.26310536,1212461,476240,59150721002
215,"1016 E PENDER ST, VANCOUVER, BC",-123.0819814,49.27980219,1212451,478096,59153189016
216,"1016 W 12TH AV, VANCOUVER, BC",-123.1271931,49.26029943,1209249,475796,59150646005
217,"1016 W 13TH AV, VANCOUVER, BC",-123.1272292,49.25937693,1209250,475694,59150646002
218,"1017 E 10TH AV, VANCOUVER, BC",-123.0828663,49.26172284,1212469,476086,59150744001
219,"1017 E 13TH AV, VANCOUVER, BC",-123.0828895,49.25901833,1212480,475786,59150745005
220,"1017 E 33RD AV, VANCOUVER, BC",-123.0838001,49.24047913,1212498,473725,59150419004
221,"1017 E GEORGIA ST, VANCOUVER, BC",-123.0819448,49.2785123,1212459,477953,59153189016
222,"1017 KEEFER ST, VANCOUVER, BC",-123.0818596,49.27940727,1212462,478053,59153189016
223,"1017 W 7TH AV, VANCOUVER, BC",-123.1271788,49.26539753,1209227,476362,59154192002
224,"1018 E 31ST AV, VANCOUVER, BC",-123.083825,49.2422802,1212488,473925,59150419004
225,"1018 E 39TH AV, VANCOUVER, BC",-123.0844154,49.23442647,1212481,473051,59150385003
226,"1018 GRANVILLE ST, VANCOUVER, BC",-123.1230006,49.27886368,1209470,477870,59154134002
227,"1018 GRANVILLE ST, VANCOUVER, BC",-123.1230761,49.27881321,1209465,477864,59154134002
228,"1018 W 16TH AV, VANCOUVER, BC",-123.1276645,49.25674815,1209231,475401,59150656001
229,"1019 BROUGHTON ST, VANCOUVER, BC",-123.1337018,49.28566415,1208661,478593,59150846005
230,"1019 BUTE ST, VANCOUVER, BC",-123.1306566,49.28381511,1208891,478397,59153674002
231,"1019 E 38TH AV, VANCOUVER, BC",-123.0842612,49.23586041,1212486,473211,59150385001
232,"1019 E 39TH AV, VANCOUVER, BC",-123.0842942,49.23497077,1212488,473112,59150385002
233,"1019 E 40TH AV, VANCOUVER, BC",-123.0843007,49.23402178,1212492,473007,59150385003
234,"1019 GILFORD ST, VANCOUVER, BC",-123.1409724,49.29030025,1208111,479086,59150859003
235,"1019 NANTON AV, VANCOUVER, BC",-123.1280709,49.24647548,1209247,474259,59150659009
236,"1019 SEYMOUR ST, VANCOUVER, BC",-123.1227783,49.27848072,1209488,477828,59154134002
237,"1019 W 8TH AV, VANCOUVER, BC",-123.1272963,49.26456392,1209222,476269,59154192004
238,"102 MAIN ST, VANCOUVER, BC",-123.0990982,49.28382812,1211187,478492,59150762002
239,"102 W 17TH AV, VANCOUVER, BC",-123.1074203,49.25542005,1210710,475313,59150682001
240,"102 W 18TH AV, VANCOUVER, BC",-123.107458,49.25444811,1210712,475205,59150682002
241,"102 W 19TH AV, VANCOUVER, BC",-123.1075068,49.25352743,1210713,475103,59150683001
242,"102 W 20TH AV, VANCOUVER, BC",-123.1075438,49.25252894,1210715,474992,59150683002
243,"102 W 21ST AV, VANCOUVER, BC",-123.1075886,49.25164828,1210715,474894,59153252001
244,"102 W 22ND AV, VANCOUVER, BC",-123.1076201,49.25070828,1210717,474789,59153252002
245,"102 W 23RD AV, VANCOUVER, BC",-123.10765,49.24967125,1210720,474674,59153252003
246,"102 W 40TH AV, VANCOUVER, BC",-123.1083249,49.23442242,1210740,472979,59150540002
247,"102 W BROADWAY, VANCOUVER, BC",-123.1071095,49.26276171,1210700,476129,59153158002
248,"102 WATER ST, VANCOUVER, BC",-123.1067679,49.28364354,1210630,478448,59153578003
249,"1020 CHILCO ST, VANCOUVER, BC",-123.1420495,49.29069804,1208031,479127,59150859003
250,"1020 E 10TH AV, VANCOUVER, BC",-123.0828757,49.26120607,1212471,476029,59150744002
251,"1020 E 12TH AV, VANCOUVER, BC",-123.0828892,49.2594048,1212478,475829,59150745005
252,"1020 E 14TH AV, VANCOUVER, BC",-123.0828428,49.25759771,1212490,475628,59150737004
253,"1020 E 33RD AV, VANCOUVER, BC",-123.0841221,49.24000187,1212477,473671,59150381003
254,"1020 E 37TH AV, VANCOUVER, BC",-123.0842736,49.23625934,1212483,473255,59150385001
255,"1020 E 38TH AV, VANCOUVER, BC",-123.0842947,49.23534946,1212486,473154,59150385002
256,"1020 E 39TH AV, VANCOUVER, BC",-123.0842766,49.23442567,1212491,473052,59150385003
257,"1020 E 40TH AV, VANCOUVER, BC",-123.0843046,49.23348206,1212494,472947,59150387001
258,"1020 E CORDOVA ST, VANCOUVER, BC",-123.0822,49.28170325,1212426,478306,59153181013
259,"1020 E CORDOVA ST, VANCOUVER, BC",-123.0818858,49.28169745,1212449,478307,59153181013
260,"1020 E CORDOVA ST, VANCOUVER, BC",-123.0820953,49.28170132,1212434,478307,59153181013
261,"1020 E CORDOVA ST, VANCOUVER, BC",-123.0819905,49.2816994,1212441,478307,59153181013
262,"1020 E CORDOVA ST, VANCOUVER, BC",-123.0817813,49.28169552,1212457,478307,59153181013
263,"1020 E HASTINGS ST, VANCOUVER, BC",-123.0820599,49.28070705,1212441,478196,59153189016
264,"1020 E KING EDWARD AV, VANCOUVER, BC",-123.0835421,49.24841183,1212481,474606,59153816003
265,"1020 E PENDER ST, VANCOUVER, BC",-123.0818672,49.27980048,1212459,478096,59153189016
266,"1020 GRANVILLE ST, VANCOUVER, BC",-123.123151,49.27876546,1209460,477858,59154134002
267,"1020 HAMILTON ST, VANCOUVER, BC",-123.1195127,49.27664827,1209734,477634,59153470001
268,"1020 HARWOOD ST, VANCOUVER, BC",-123.1320414,49.27776642,1208817,477721,59150792005
269,"1020 MAINLAND ST, VANCOUVER, BC",-123.1192872,49.27608675,1209753,477572,59153470003
270,"1020 MALKIN AV, VANCOUVER, BC",-123.0823389,49.27261271,1212458,477297,59150751023
271,"1020 MARINASIDE CRESCENT, VANCOUVER, BC",-123.1153588,49.27291516,1210053,477232,59153562007
272,"1020 MARINASIDE CRESCENT, VANCOUVER, BC",-123.1130762,49.27349276,1210217,477303,59154000015
273,"1020 STATION ST, VANCOUVER, BC",-123.0987561,49.27515415,1211251,477530,59150751018
274,"1020 W 12TH AV, VANCOUVER, BC",-123.1274048,49.26030279,1209233,475796,59150646005
275,"1020 W 12TH AV, VANCOUVER, BC",-123.1276144,49.26030661,1209218,475796,59150646005
276,"1020 W 15TH AV, VANCOUVER, BC",-123.1277898,49.25758677,1209218,475493,59150645003
